번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
2100,090080,평화산업,033003,자동차 신품 부품 제조업,"54,902,259","27,451,129,500","500",원(KRW),053-610-7027,대구광역시 달성군 논공읍 논공로 597 ,2410
2101,043370,평화정공,033003,자동차 신품 부품 제조업,"21,000,000","10,500,000,000","500",원(KRW),(053)350-6311,대구 달서구 대천동 1032번지 ,2410
2102,010770,평화홀딩스,033003,자동차 신품 부품 제조업,"14,625,466","7,312,733,000","500",원(KRW),053-610-8500,대구광역시 달성군  논공읍 논공로 597 ,2410
2103,119500,포메탈,032509,기타 금속 가공제품 제조업,"11,847,232","6,012,340,000","500",원(KRW),041-670-6200,충청남도 서산시  지곡면 무장산업로 229-7 ,2410
2104,016670,포비스티앤씨,074607,기타 전문 도매업,"86,559,394","43,279,697,000","500",원(KRW),02-2046-9323,"서울특별시 용산구 서빙고로51길 52 6,7층 ",2410
2105,056730,포스링크,074607,기타 전문 도매업,"70,703,912","35,351,956,000","500",원(KRW),031-724-2222,"경기도 성남시 분당구  대왕판교로 660 유스페이스1 A동 9층,10층 ",2410
2106,005490,포스코,032401,1차 철강 제조업,"87,186,835","482,403,125,000","5,000",원(KRW),054-220-0114,경상북도 포항시 남구  동해안로 6261 (주) 포스코,2410
2107,022100,포스코 ICT,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","152,034,729","76,017,364,500","500",원(KRW),054-280-1114,경상북도 포항시 남구  호동로 68 (주)포스코아이씨티 ,2410
2108,058430,포스코강판,032401,1차 철강 제조업,"6,000,000","30,000,000,000","5,000",원(KRW),054-280-6114,경상북도 포항시 남구  철강로 173 포스코강판주식회사,2410
2109,009520,포스코엠텍,032401,1차 철강 제조업,"41,642,703","20,821,351,500","500",원(KRW),054-280-8206,경상북도 포항시 남구  형산강북로 131 포스코엠텍,2410
2110,047050,포스코인터내셔널,074601,상품 중개업,"123,375,149","616,875,745,000","5,000",원(KRW),02-759-2114,서울특별시 강남구 테헤란로 134 포스코타워역삼(26층),2410
2111,003670,포스코케미칼,032302,"내화, 비내화 요업제품 제조업","60,988,220","30,494,110,000","500",원(KRW),,경상북도 포항시 남구 신항로 110 ,2410
2112,189690,포시에스,105802,소프트웨어 개발 및 공급업,"8,260,611","4,130,305,500","500",원(KRW),02-6188-8200,서울특별시 강남구 논현로 646 -,2410
2113,318020,포인트모바일,032603,컴퓨터 및 주변장치 제조업,"6,430,586","643,058,600","100",원(KRW),02-3397-7870,"서울특별시 금천구 디지털로9길 32 (가산동, 갑을그레이트밸리) ",2410
2114,256630,포인트엔지니어링,032509,기타 금속 가공제품 제조업,"56,721,562","5,672,156,200","100",원(KRW),070-4465-7318,충청남도 아산시 둔포면 아산밸리로 89 -,2410
2115,141020,포티스,074709,무점포 소매업,"174,440,126","87,220,063,000","500",원(KRW),031-709-1407,경기도 성남시 중원구 둔촌대로 305 4층 (하대원동) ,2410
2116,354230,폭스소프트,105802,소프트웨어 개발 및 공급업,"600,000","300,000,000","500",원(KRW),031-449-4670,"경기도 안양시 동안구 시민대로 180, 11층(호계동, 지스퀘어타워) ",2410
2117,007630,폴루스바이오팜,074601,상품 중개업,"45,007,695","22,503,847,500","500",원(KRW),02-554-3377,인천광역시 미추홀구 길파로71번길 70 (주안동),2410
2118,290720,푸드나무,074709,무점포 소매업,"6,806,034","3,403,017,000","500",원(KRW),,서울특별시 마포구 월드컵북로 396 누리꿈스퀘어 ,2410
2119,005670,푸드웰,031003,"과실, 채소 가공 및 저장 처리업","10,000,000","5,000,000,000","500",원(KRW),053-980-3320,대구광역시 달서구 성서서로 121 - ,2410
2120,094940,푸른기술,032603,컴퓨터 및 주변장치 제조업,"6,574,202","3,287,101,000","500",원(KRW),02-6959-4700,서울특별시 서초구 효령로60길 23-10 (주)푸른빌딩 2층,2410
2121,007330,푸른저축은행,116401,은행 및 저축기관,"15,082,800","15,082,800,000","1,000",원(KRW),02  -545 -9000,서울특별시 서초구 강남대로 581 ,2410
2122,017810,풀무원,031007,기타 식품 제조업,"38,120,539","19,060,269,500","500",원(KRW),043-879-4500,충청북도 음성군 대소면 삼양로 730-27 ,2410
2123,093380,풍강,032509,기타 금속 가공제품 제조업,"9,879,313","4,939,656,500","500",원(KRW),031-359-3600,경기도 화성시  우정읍 남양만로 745 ,2410
2124,023900,풍국주정,031101,알코올음료 제조업,"12,600,000","6,300,000,000","500",원(KRW),053 -583 -2071,대구광역시 달서구 성서로 72 ,2410
2125,103140,풍산,032402,1차 비철금속 제조업,"28,024,278","140,121,390,000","5,000",원(KRW),02-3406-5846,경기도 평택시  포승읍 평택항로156번길 134 (주)풍산,2410
2126,005810,풍산홀딩스,116409,기타 금융업,"7,835,167","45,175,835,000","5,000",원(KRW),02-2278-6700,인천광역시 계양구  아나지로 156 효성동 (주)풍산홀딩스,2410
2127,195440,퓨전,105802,소프트웨어 개발 및 공급업,"4,135,992","2,067,996,000","500",원(KRW),02-547-7688,"서울특별시 강남구 도산대로 532 5층(청담동,인희빌딩) ",2410
2128,214270,퓨쳐스트림네트웍스,105802,소프트웨어 개발 및 공급업,"100,876,216","10,087,621,600","100",원(KRW),02-591-6683,서울특별시 강남구 언주로 637 싸이칸타워 ,2410
2129,220100,퓨쳐켐,032102,의약품 제조업,"12,983,775","6,491,887,500","500",원(KRW),02-497-3114,서울특별시 성동구 연무장3길 21 2층 &nbsp,2410
2130,035200,프럼파스트,032202,플라스틱제품 제조업,"9,730,590","4,865,295,000","500",원(KRW),044-865-9681,대전광역시 중구  동서대로 1187 ,2410
2131,203690,프로스테믹스,032101,기초 의약물질 및 생물학적 제제 제조업,"45,756,948","4,575,694,800","100",원(KRW),02-545-2520,서울특별시 강남구 압구정로14길 22 -,2410
2132,303360,프로테옴텍,032103,의료용품 및 기타 의약 관련제품 제조업,"10,435,975","5,217,987,500","500",원(KRW),02-6968-5277,서울특별시 강서구 양천로 401 강서한강자이타워 A동 702호 ,2410
2133,053610,프로텍,032902,특수 목적용 기계 제조업,"11,000,000","5,500,000,000","500",원(KRW),031-470-0700,경기도 안양시 동안구 시민대로327번길 11-14(관양동) ,2410
2134,335810,프리시젼바이오,032701,의료용 기기 제조업,"11,243,846","5,621,923,000","500",원(KRW),042-867-6300,대전시 유성구 테크노2로 306 ,2410
2135,053160,프리엠스,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","6,000,000","3,000,000,000","500",원(KRW),032-679-1477,경기도 부천시 오정구 삼작로178번길 14 ,2410
2136,075130,플랜티넷,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","8,960,000","4,480,000,000","500",원(KRW),070-4489-7000,경기도 성남시 분당구  대왕판교로 670 유스페이스2 A동 6층,2410
2137,222670,플럼라인생명과학,137001,자연과학 및 공학 연구개발업,"2,867,050","1,433,525,000","500",원(KRW),02-582-3540,서울특별시 서초구 서초대로34길 184층 (유노피스빌딩) ,2410
2138,237820,플레이디,137103,광고업,"12,827,140","6,413,570,000","500",원(KRW),031-796-6964,경기도 성남시 분당구 황새울로359번길 11 &nbsp,2410
2139,023770,플레이위드,105802,소프트웨어 개발 및 공급업,"8,703,529","4,351,764,500","500",원(KRW),031-724-2400,"경기도 성남시 분당구 판교로 256번길 25, 제C동  ",2410
2140,300080,플리토,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","5,209,811","2,604,905,500","500",원(KRW),02-512-0142,서울특별시 강남구 테헤란로 211 한국고등교육재단빌딩 9층 ,2410
2141,150440,피노텍,105802,소프트웨어 개발 및 공급업,"9,565,412","4,782,706,000","500",원(KRW),02-522-3558,"서울특별시 서초구 양재천로9길 1 3층(양재동,용두빌딩) ",2410
2142,032580,피델릭스,032601,반도체 제조업,"31,808,336","15,904,168,000","500",원(KRW),031-785-3500,"경기도 성남시 분당구 백현로 93(수내동, 후너스빌딩 6층) ",2410
2143,051380,피씨디렉트,074605,기계장비 및 관련 물품 도매업,"7,668,536","3,834,268,000","500",원(KRW),(02)785-3001,"서울특별시 용산구 원효로 138 8층 (원효로3가, 청진빌딩) ",2410
2144,241820,피씨엘,032103,의료용품 및 기타 의약 관련제품 제조업,"10,078,897","5,039,448,500","500",원(KRW),070-4673-3433,"서울특별시 금천구 디지털로9길 99 (가산동, 스타밸리) 701호 &nbsp",2410
2145,237750,피앤씨테크,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","6,496,600","3,248,300,000","500",원(KRW),031-452-5791,경기도 안양시 동안구 전파로104번길 62 ,2410
2146,131390,피앤이솔루션,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","14,818,910","7,409,455,000","500",원(KRW),031-299-0100,경기도 수원시 권선구 산업로 185 -,2410
2147,024850,피에스엠씨,032602,전자부품 제조업,"40,016,523","20,008,261,500","500",원(KRW),031-522-3700,경기도 화성시 향남읍 발안공단로4길 16 구문천리 928,2410
2148,319660,피에스케이,032902,특수 목적용 기계 제조업,"14,765,020","7,382,510,000","500",원(KRW),031-660-8703,경기도 화성시 삼성1로4길 48 ,2410
2149,031980,피에스케이홀딩스,032902,특수 목적용 기계 제조업,"21,562,395","10,781,197,500","500",원(KRW),031)660-8700,경기도 화성시  삼성1로4길 48 피에스케이,2410
2150,002230,피에스텍,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","19,669,243","9,834,621,500","500",원(KRW),031-3408-1790,서울특별시 성동구 왕십리로 46(성수동1가) ,2410
2151,242350,피엔아이컴퍼니,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","4,761,520","2,380,760,000","500",원(KRW),070-8610-5333,제주특별자치도 제주시 첨단로 245-2 ,2410
2152,239890,피엔에이치테크,032001,기초 화학물질 제조업,"3,995,376","1,997,688,000","500",원(KRW),031-8021-1890,"경기도 용인시 기흥구 동백중앙로16번길 16-25, 804호(중동, 대우프론티어밸리1단지) ",2410
2153,347740,피엔케이피부임상연구센타,137309,"그외 기타 전문, 과학 및 기술 서비스업","7,502,644","3,751,322,000","500",원(KRW),02-6925-1502,서울특별시 영등포구 국회대로62길 25 교육시설재난공제회관 4층 &nbsp,2410
2154,137400,피엔티,032902,특수 목적용 기계 제조업,"22,461,453","11,230,726,500","500",원(KRW),054-469-6950,경상북도 구미시 첨단기업로 33 (주)피엔티,2410
2155,128660,피제이메탈,032402,1차 비철금속 제조업,"24,803,369","12,401,684,500","500",원(KRW),02-555-4451,서울특별시 강남구 테헤란로81길 13삼성동 동원빌딩 11층 ,2410
2156,006140,피제이전자,032701,의료용 기기 제조업,"15,000,000","7,500,000,000","500",원(KRW),032 -326 -7000,경기도 부천시 오정구 삼작로 22 부천테크노파크1단지 101동 6층,2410
2157,304840,피플바이오,032103,의료용품 및 기타 의약 관련제품 제조업,"5,647,470","2,823,735,000","500",원(KRW),031-526-7825,"경기도 성남시 분당구 판교로 242, C동 6층 ",2410
2158,062970,피피아이,032604,통신 및 방송 장비 제조업,"9,308,185","4,654,092,500","500",원(KRW),062-972-0116,광주광역시 북구 첨단과기로 345 ,2410
2159,087600,픽셀플러스,032602,전자부품 제조업,"8,166,558","4,083,279,000","500",원(KRW),031-888-5300,"경기도 수원시 영통구 광교로 105(이의동, 경기알앤디비센터6층) &nbsp",2410
2160,057880,필로시스헬스케어,074704,"섬유, 의복, 신발 및 가죽제품 소매업","78,696,192","39,348,096,000","500",원(KRW),031-778-0800,경기도 성남시 분당구  정자일로 23  토필드 빌딜,2410
2161,033180,필룩스,032602,전자부품 제조업,"90,043,128","45,171,564,000","500",원(KRW),070-7780-8000,경기도 양주시 광적면 광적로 235-48 ,2410
2162,161580,필옵틱스,032902,특수 목적용 기계 제조업,"19,986,702","9,993,351,000","500",원(KRW),031-292-8321,경기도 수원시 권선구 산업로156번길 17 &nbsp,2410
2163,347770,핌스,032602,전자부품 제조업,"7,264,943","3,632,471,500","500",원(KRW),032-875-7333,"인천광역시 남구 방축로 352, 101호 202호 (주안동) ",2410
2164,332710,하나금융14호스팩,116601,금융 지원 서비스업,"4,410,000","441,000,000","100",원(KRW),02-3771-3254,서울특별시 영등포구 의사당대로 82 &nbsp,2410
2165,341160,하나금융15호스팩,116601,금융 지원 서비스업,"4,710,000","471,000,000","100",원(KRW),02-3771-3339,서울특별시 영등포구 의사당대로 82 ,2410
2166,343510,하나금융16호스팩,116601,금융 지원 서비스업,"4,010,000","401,000,000","100",원(KRW),02-3771-3497,서울특별시 영등포구 의사당대로 82 ,2410
2167,086790,하나금융지주,116409,기타 금융업,"300,242,062","1,501,210,310,000","5,000",원(KRW),02-2002-1110,서울특별시 중구 을지로 66 (을지로 2가),2410
2168,299030,하나기술,032902,특수 목적용 기계 제조업,"3,762,726","1,881,363,000","500",원(KRW),031-8053-4000,경기도 용인시 처인구 남사면 전나무골길2번길 56-7 &nbsp,2410
2169,067310,하나마이크론,032601,반도체 제조업,"30,665,423","15,332,711,500","500",원(KRW),041-539-1011,충남 아산시 음봉면 원남리 95-1번지 ,2410
2170,307160,하나머스트제6호스팩,116601,금융 지원 서비스업,"4,590,000","459,000,000","100",원(KRW),02-3771-3188,서울특별시 영등포구 의사당대로 82 &nbsp,2410
2171,166090,하나머티리얼즈,032601,반도체 제조업,"19,627,674","9,813,837,000","500",원(KRW),041-410-1255,충청남도 천안시 서북구 3공단3로 42 ,2410
2172,293480,하나제약,032102,의약품 제조업,"16,200,000","8,100,000,000","500",원(KRW),02-577-7667,경기도 화성시 향남읍 제약단지로 13-39 ,2410
2173,039130,하나투어,147502,여행사 및 기타 여행보조 서비스업,"13,939,185","6,969,592,500","500",원(KRW),02-2127-1000,서울특별시 종로구 인사동5길 41 (주)하나투어 ,2410
2174,136480,하림,031001,"도축, 육류 가공 및 저장 처리업","106,209,702","53,104,851,000","500",원(KRW),063-860-2114,전라북도 익산시  망성면 망성로 14 (주)하림,2410
2175,003380,하림지주,116409,기타 금융업,"92,341,820","9,275,667,700","100",원(KRW),02-2085-4684,전라북도 익산시 중앙로 121 - ,2410
2176,172580,하이골드12호,147601,운송장비 임대업,"13,044,500","65,222,500,000","5,000",원(KRW),02-2090-4600,제주특별자치도 제주시 연삼로 473 산업경제진흥원 (이도이동),2410
2177,153360,하이골드3호,147601,운송장비 임대업,"16,149,790","80,748,950,000","5,000",원(KRW),02-2090-4600,제주특별시자치도 제주시 연삼로 473 산업경제진흥원,2410
2178,149980,하이로닉,032701,의료용 기기 제조업,"14,099,995","1,409,999,500","100",원(KRW),031-698-4900,"경기도 용인시 수지구 신수로 767 19층(동천동, 분당수지U-TOWER) ",2410
2179,013030,하이록코리아,032401,1차 철강 제조업,"13,613,232","6,806,616,000","500",원(KRW),051 -970-0801,부산광역시 강서구 녹산산단27로 97 ,2410
2180,126700,하이비젼시스템,032703,사진장비 및 광학기기 제조업,"14,942,112","7,471,056,000","500",원(KRW),031-735-1573,경기도 성남시 중원구 둔촌대로 527 - ,2410
2181,106080,하이소닉,032602,전자부품 제조업,"14,640,726","14,640,726,000","1,000",원(KRW),031-8040-0500,경기도 안산시 상록구  해안로 705 경기테크노파크 RIT센터 5층,2410
2182,071090,하이스틸,032401,1차 철강 제조업,"1,999,944","9,999,720,000","5,000",원(KRW),02-2273-2140,충청남도 당진시 송악읍 부곡공단4길 28-252 ,2410
2183,340120,하이제5호스팩,116601,금융 지원 서비스업,"5,020,000","502,000,000","100",원(KRW),02-2122-9226,서울특별시 영등포구 여의나루로 61 하이투자증권빌딩 14층 ,2410
2184,221840,하이즈항공,033103,"항공기,우주선 및 부품 제조업","17,696,167","8,848,083,500","500",원(KRW),055-850-8800,경상남도 사천시 사남면 공단5로 24 &nbsp,2410
2185,106190,하이텍팜,074607,기타 전문 도매업,"7,088,782","3,544,391,000","500",원(KRW),043-883-0012,충청북도 충주시 대소원면 첨단산업6로 12 (주)하이텍팜,2410
2186,019490,하이트론씨스템즈,032605,영상 및 음향기기 제조업,"6,281,748","15,704,370,000","2,500",원(KRW),031-670-9100,경기도 안성시  삼죽면 서동대로 5953-85 ,2410
2187,000080,하이트진로,031101,알코올음료 제조업,"70,133,611","368,818,745,000","5,000",원(KRW),02-3219-0114,서울특별시 강남구 영동대로 714 ,2410
2188,000140,하이트진로홀딩스,116409,기타 금융업,"23,206,765","118,387,875,000","5,000",원(KRW),02-520-3112,서울특별시 강남구  영동대로 714 ,2410
2189,066130,하츠,032805,가정용 기기 제조업,"12,800,000","6,400,000,000","500",원(KRW),031-370-7500,경기도 평택시 진위면 동부대로 202 ,2410
2190,152550,한국ANKOR유전,116402,신탁업 및 집합투자업,"70,020,000","350,100,000,000","0",원(KRW),2180-0493,서울특별시 영등포구 은행로 3 여의도동,2410
2191,004590,한국가구,074604,생활용품 도매업,"15,000,000","1,500,000,000","100",원(KRW),02-2600-7000,서울특별시 강남구  학동로 120 ,2410
2192,036460,한국가스공사,043502,연료용 가스 제조 및 배관공급업,"92,313,000","461,565,000,000","5,000",원(KRW),053-670-0114,대구광역시 동구 첨단로 120- ,2410
2193,039340,한국경제TV,106002,텔레비전 방송업,"23,000,000","11,500,000,000","500",원(KRW),02-6676-0019,서울특별시 영등포구  버드나루로 84 제일빌딩 ,2410
2194,005430,한국공항,085209,기타 운송관련 서비스업,"3,166,355","15,831,775,000","5,000",원(KRW),02-2660-3114,서울특별시 강서구  양천로 13 (방화동) 한국공항(주),2410
2195,071050,한국금융지주,116409,기타 금융업,"55,725,992","307,921,215,000","5,000",원(KRW),02-3276-6400,서울특별시 영등포구  의사당대로 88 ,2410
2196,034950,한국기업평가,147509,기타 사업지원 서비스업,"4,540,514","24,452,570,000","5,000",원(KRW),02-368-5500,서울특별시 영등포구 의사당대로 97 교보증권 7층,2410
2197,010040,한국내화,032302,"내화, 비내화 요업제품 제조업","22,863,632","11,431,816,000","500",원(KRW),041-359-2200,충청남도 당진시  송산면 무수들길 370 ,2410
2198,025540,한국단자공업,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","10,415,000","5,207,500,000","500",원(KRW),032-814-9981,인천광역시 연수구 갯벌로 38 ,2410
2199,222980,한국맥널티,031007,기타 식품 제조업,"10,417,836","5,208,918,000","500",원(KRW),031-376-1383,충청남도 천안시 서북구 성환읍 연암율금로 42 &nbsp,2410
2200,331660,한국미라클피플사,032004,기타 화학제품 제조업,"1,100,000","550,000,000","500",원(KRW),031-544-6781,경기도 포천시 군내면 용정경제로1길 94-1 ,2410
2201,318000,한국바이오젠,032002,합성고무 및 플라스틱 물질 제조업,"8,160,825","1,632,165,000","200",원(KRW),041-523-6201,충청남도 천안시 동남구 성남면 대흥신덕길 84-19 ,2410
2202,256840,한국비엔씨,032101,기초 의약물질 및 생물학적 제제 제조업,"51,531,636","5,153,163,600","100",원(KRW),070-7116-0059,"대구광역시 달서구 성서공단로11길 62 1호관 405호(호산동,대구테크노파크벤처공장)",2410
2203,004090,한국석유공업,032309,기타 비금속 광물제품 제조업,"655,200","3,276,000,000","5,000",원(KRW),02-799-3114,서울특별시 용산구  이촌로 166 ,2410
2204,025550,한국선재,032401,1차 철강 제조업,"24,522,254","12,261,127,000","500",원(KRW),051-202-1991,부산광역시 사하구 하신번영로 27 (신평동) ,2410
2205,002200,한국수출포장공업,031702,"골판지, 종이 상자 및 종이용기 제조업","4,000,000","20,000,000,000","5,000",원(KRW),02-525-2981-9,서울특별시 서초구 서초중앙로 63 ,2410
2206,002960,한국쉘석유,031902,석유 정제품 제조업,"1,300,000","7,000,000,000","5,000",원(KRW),051-620-5133,부산광역시 남구  신선로 250 (용당동) ,2410
2207,023890,한국아트라스비엑스,032802,일차전지 및 축전지 제조업,"9,150,000","9,150,000,000","1,000",원(KRW),042-620-4262,대전광역시 대덕구  대전로1331번길 185 아트라스비엑스 ,2410
2208,017890,한국알콜,032004,기타 화학제품 제조업,"21,605,760","10,802,880,000","500",원(KRW),031-881-8000,경기도 용인시 기흥구 탑실로35번길 14 (공세동) ,2410
2209,080720,한국유니온제약,032102,의약품 제조업,"7,903,728","3,951,864,000","500",원(KRW),02-489-3611,강원도 원주시 문막읍 문막공단길 246 ,2410
2210,123890,한국자산신탁,116402,신탁업 및 집합투자업,"123,977,752","61,988,876,000","500",원(KRW),02-2112-6300,"서울특별시 강남구 테헤란로 306 (역삼동, 카이트타워) ",2410
2211,015760,한국전력공사,043501,전기업,"641,964,077","3,209,820,385,000","5,000",원(KRW),061-345-3114,전라남도 나주시 전력로 55 -,2410
2212,063570,한국전자금융,116601,금융 지원 서비스업,"34,147,728","17,073,864,000","500",원(KRW),02-2122-5400,"서울특별시 마포구 새창로 7 6층, 7층, 8층(도화동) ",2410
2213,041460,한국전자인증,105802,소프트웨어 개발 및 공급업,"21,459,249","10,729,624,500","500",원(KRW),230195500,"서울특별시 서초구  서초대로 320 하림인터내셔날빌딩 (서초동, 하림빌딩7층)",2410
2214,006200,한국전자홀딩스,116409,기타 금융업,"46,803,136","23,401,568,000","500",원(KRW),02-3497-5535,서울특별시 서초구  마방로10길 5 ,2410
2215,101680,한국정밀기계,032902,특수 목적용 기계 제조업,"8,404,000","4,202,000,000","500",원(KRW),070-7019-6514,경상남도 함안군  법수면 윤외공단길 83-1 ,2410
2216,039740,한국정보공학,074607,기타 전문 도매업,"8,018,397","4,009,198,500","500",원(KRW),031-789-8600,경기도 성남시 분당구  황새울로359번길 7 ,2410
2217,053300,한국정보인증,105802,소프트웨어 개발 및 공급업,"31,165,000","15,582,500,000","500",원(KRW),02-360-3010,경기도 성남시 분당구 판교로 242판교디지털센터(PDC) C동 5층 ,2410
2218,025770,한국정보통신,106102,전기 통신업,"37,444,271","19,406,371,500","500",원(KRW),02-368-0700,서울특별시 중구  세종대로 39 대한서울상공회의소 7층,2410
2219,310870,한국제8호스팩,116601,금융 지원 서비스업,"3,420,000","342,000,000","100",원(KRW),02-3276-5508,서울특별시 영등포구 의사당대로 88 ,2410
2220,009540,한국조선해양,033101,선박 및 보트 건조업,"70,773,116","353,865,580,000","5,000",원(KRW),02-1811-9114,서울특별시 종로구 율곡로 75 현대빌딩 14층,2410
2221,023350,한국종합기술,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","10,950,000","5,475,000,000","500",원(KRW),02-2049-2517,경기도 성남시 중원구 산성대로476번길 6 (금광동),2410
2222,025890,한국주강,032902,특수 목적용 기계 제조업,"11,309,259","5,654,629,500","500",원(KRW),055-585-7251,경상남도 함안군 법수면 장백로 585 - ,2410
2223,000970,한국주철관공업,032401,1차 철강 제조업,"22,800,500","12,000,000,000","500",원(KRW),051-291-5481-5,부산광역시 사하구  을숙도대로 525 ,2410
2224,104700,한국철강,032401,1차 철강 제조업,"46,050,000","46,050,000,000","1,000",원(KRW),055-260-0500,경상남도 창원시 성산구  공단로103번길 12 한국철강(주) ,2410
2225,017960,한국카본,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","43,960,757","21,980,378,500","500",원(KRW),055-350-8888,경상남도 밀양시 부북면 춘화로 85 ,2410
2226,023760,한국캐피탈,116409,기타 금융업,"315,609,576","157,804,788,000","500",원(KRW),042 -480 -8032,대전광역시 서구  둔산서로 81 ,2410
2227,054040,한국컴퓨터,032602,전자부품 제조업,"16,071,290","8,035,645,000","500",원(KRW),041-589-3320,경상북도 구미시  임수로 24 ,2410
2228,050540,한국코퍼레이션,147509,기타 사업지원 서비스업,"50,785,593","25,392,796,500","500",원(KRW),02-3401-4114,서울특별시 중구 소월로2길 30 남산트라팰리스,2410
2229,161890,한국콜마,032004,기타 화학제품 제조업,"22,881,180","11,440,590,000","500",원(KRW),02-3485-0332,세종특별자치시  전의면 덕고개길 12-11 ,2410
2230,024720,한국콜마홀딩스,116409,기타 금융업,"18,576,719","9,288,359,500","500",원(KRW),041-862-1057,세종특별자치시  전의면 덕고개길 12-11 ,2410
2231,021650,한국큐빅,032202,플라스틱제품 제조업,"16,350,563","8,175,281,500","500",원(KRW),(031)491-5325,경기도 안산시 단원구 살막길 39 ,2410
2232,161390,한국타이어앤테크놀로지,032201,고무제품 제조업,"123,875,069","61,937,534,500","500",원(KRW),031-5178-7000,경기도 성남시 분당구 판교로 286 -,2410
2233,053590,한국테크놀로지,033003,자동차 신품 부품 제조업,"106,022,578","53,011,289,000","500",원(KRW),02-2106-7500,서울특별시 중구 소월로2길 30 남산트라팰리스,2410
2234,000240,한국테크놀로지그룹,116409,기타 금융업,"93,020,173","46,510,086,500","500",원(KRW),031-5178-7000,경기도 성남시 분당구 판교로 286 -,2410
2235,034830,한국토지신탁,116402,신탁업 및 집합투자업,"252,489,230","252,489,230,000","1,000",원(KRW),0234511181,서울특별시 강남구 테헤란로 137 코레이트타워 ,2410
2236,007280,한국특수형강,032401,1차 철강 제조업,"53,242,476","26,621,238,000","500",원(KRW),051-323-2611,부산광역시 사상구  장인로77번길 52(학장동) ,2410
2237,032300,한국파마,032102,의약품 제조업,"10,906,701","5,453,350,500","500",원(KRW),02-2162-8413,경기도 화성시 향남읍 제약공단3길 87 ,2410
2238,168490,한국패러랠,116402,신탁업 및 집합투자업,"80,020,000","400,100,000,000","0",원(KRW),02-3276-4815,서울특별시 영등포구 은행로3 ,2410
2239,037230,한국팩키지,031702,"골판지, 종이 상자 및 종이용기 제조업","25,000,000","12,500,000,000","500",원(KRW),02-565-8600,경기도 안산시 단원구  해안로 227 (주)한국팩키지 ,2410
2240,010100,한국프랜지공업,033003,자동차 신품 부품 제조업,"30,450,420","30,450,420,000","1,000",원(KRW),052-233-5511,울산 동구 동부동 194,2410
2241,047810,한국항공우주,033103,"항공기,우주선 및 부품 제조업","97,475,107","487,375,535,000","5,000",원(KRW),055-851-1000,경상남도 사천시  사남면 공단1로 78 한국항공우주산업 ,2410
2242,123690,한국화장품,074604,생활용품 도매업,"16,068,000","8,034,000,000","500",원(KRW),02-724-3281,서울특별시 종로구 청계천로 35 ,2410
2243,003350,한국화장품제조,032004,기타 화학제품 제조업,"4,532,000","2,266,000,000","500",원(KRW),02-724-3710,서울특별시 종로구 청계천로 35 ,2410
2244,030520,한글과컴퓨터,105802,소프트웨어 개발 및 공급업,"24,575,454","12,948,784,000","500",원(KRW),031-627-7000,"경기도 성남시 분당구 대왕판교로644번길 49 (삼평동, 한컴타워)",2410
2245,052600,한네트,106102,전기 통신업,"11,563,700","5,781,850,000","500",원(KRW),02-2125-6000,서울특별시 마포구  독막로 281 ,2410
2246,011500,한농화성,032004,기타 화학제품 제조업,"15,637,042","7,818,521,000","500",원(KRW),063-462-2455,"전라북도 군산시  외항1길 24 (소룡동,0)",2410
2247,002390,한독,032102,의약품 제조업,"13,763,533","6,881,766,500","500",원(KRW),02-527-5114,서울특별시 강남구  테헤란로 132 ,2410
2248,256150,한독크린텍,032901,일반 목적용 기계 제조업,"4,091,000","2,045,500,000","500",원(KRW),042-671-5671,대전광역시 유성구 테크노8로 13 ,2410
2249,014790,한라,064102,토목 건설업,"38,874,942","194,374,710,000","5,000",원(KRW),02-3434-5114,서울특별시 송파구 올림픽로 289 ,2410
2250,092460,한라IMS,033101,선박 및 보트 건조업,"11,744,978","5,872,489,000","500",원(KRW),051-601-7000,부산광역시 강서구  화전산단1로 115 ,2410
2251,060980,한라홀딩스,116409,기타 금융업,"10,472,070","55,086,180,000","5,000",원(KRW),02-3434-6363,경기도 용인시 기흥구 기흥단지로 46 -,2410
2252,039670,한류타임즈,105801,"서적, 잡지 및 기타 인쇄물 출판업","18,422,204","9,211,102,000","500",원(KRW),(02)2001-0072,"서울특별시 중구 삼일대로6길 5 11층(충무로2가, 조양빌딩신관)",2410
2253,053690,한미글로벌,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","10,957,550","5,478,775,000","500",원(KRW),02-3429-6300,서울특별시 강남구 테헤란로87길 36 도심공항타워 층,2410
