번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
1146,047820,초록뱀,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","127,948,470","63,974,235,000","500",원(KRW),02-6925-7000,"서울특별시 강남구 도산대로 414 14층(청담동, 한성청담빌딩) ",1467
1147,094360,칩스앤미디어,105802,소프트웨어 개발 및 공급업,"9,640,315","4,963,657,500","500",원(KRW),02-568-3767,"서울특별시 강남구 테헤란로 509 엔씨타워1  7층,8층 ",1467
1148,016920,카스,074605,기계장비 및 관련 물품 도매업,"23,944,698","11,972,349,000","500",원(KRW),02-2225-3526,경기도 양주시  광적면 그루고개로 262 ,1467
1149,284620,카이노스메드,137001,자연과학 및 공학 연구개발업,"104,942,629","10,494,262,900","100",원(KRW),02-3771-3423,경기도 성남시 중원구 둔촌대로541번길 29 3층 ,1467
1150,293490,카카오게임즈,105802,소프트웨어 개발 및 공급업,"74,116,629","7,411,662,900","100",원(KRW),1566-8834,"경기도 성남시 분당구 판교역로 152, 14층(백현동, 알파돔타워 3) &nbsp",1467
1151,042000,카페24,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","9,430,597","4,715,298,500","500",원(KRW),02-3284-0300,서울특별시 동작구 보라매로5길 15 ,1467
1152,317530,캐리소프트,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","6,761,196","3,380,598,000","500",원(KRW),02-6022-2801,"서울특별시 구로구 디지털로31길 20, 에이스테크노타워5차 1101호 ",1467
1153,071850,캐스텍코리아,033003,자동차 신품 부품 제조업,"16,569,188","8,284,594,000","500",원(KRW),051-974-4222,부산광역시 사상구 학장로63번길 24 ,1467
1154,180400,캔서롭,137209,기타 과학기술 서비스업,"23,078,062","11,539,031,000","500",원(KRW),02-890-8700,"서울특별시 금천구 디지털로 173, 1003 ",1467
1155,050110,캠시스,032602,전자부품 제조업,"68,761,014","34,380,507,000","500",원(KRW),070-4680-2500,인천광역시 연수구  벤처로100번길 26 ,1467
1156,900310,컬러레이,116409,기타 금융업,"54,000,000","336,160,634","0",중국위안(CNY),+86-572-8832188,"Connaught Place, Central, Hong Kong Suite 3201, Jardine house 1",1467
1157,078340,컴투스,105802,소프트웨어 개발 및 공급업,"12,866,420","6,433,210,000","500",원(KRW),02-6292-6000,서울특별시 금천구  가산디지털1로 131 ,1467
1158,307930,컴퍼니케이,116409,기타 금융업,"15,610,000","9,755,000,000","500",원(KRW),02-568-8470,서울특별시 강남구 테헤란로 620 에이동 14층 ,1467
1159,263700,케어랩스,105802,소프트웨어 개발 및 공급업,"17,236,032","8,715,799,000","500",원(KRW),02-6929-2340,서울특별시 강남구 역삼로3길 13 케어랩스타워 9층,1467
1160,214370,케어젠,032101,기초 의약물질 및 생물학적 제제 제조업,"10,743,000","5,371,500,000","500",원(KRW),031-420-9242,경기도 안양시 동안구 엘에스로91번길 46-38 ,1467
1161,221980,케이디켐,032004,기타 화학제품 제조업,"4,034,800","2,017,400,000","500",원(KRW),043-543-8430,충청북도 보은군 보은읍 매화구인로 345 &nbsp,1467
1162,043290,케이맥,032902,특수 목적용 기계 제조업,"37,161,291","3,716,129,100","100",원(KRW),0429303800,대전광역시 유성구 테크노8로 33 ,1467
1163,317030,케이비17호스팩,116601,금융 지원 서비스업,"5,461,000","546,100,000","100",원(KRW),02-312-3380,"서울특별시 마포구 마포대로 208 301호(아현동, 효성인텔리안)",1467
1164,323940,케이비제18호스팩,116601,금융 지원 서비스업,"7,822,000","782,200,000","100",원(KRW),02-2699-7433,"서울특별시 양천구 신정중앙로 63, 205호 ",1467
1165,330990,케이비제19호스팩,116601,금융 지원 서비스업,"4,301,000","430,100,000","100",원(KRW),027867551,"서울특별시 영등포구 의사당대로1길 25, 905(여의도동) ",1467
1166,342550,케이비제20호스팩,116601,금융 지원 서비스업,"6,501,000","650,100,000","100",원(KRW),02-523-8333,"서울특별시 강남구 선릉로90길 40, 8층 (대치동, 예감빌딩) ",1467
1167,192250,케이사인,105802,소프트웨어 개발 및 공급업,"70,671,257","7,067,125,700","100",원(KRW),02-591-2390,"서울특별시 강남구 논현로64길 18 경풍빌딩 3,4,5층",1467
1168,115500,케이씨에스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","12,000,000","6,000,000,000","500",원(KRW),02-6377-5221,경상북도 구미시 3공단1로 284 (임수동),1467
1169,089150,케이씨티,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","17,150,000","8,575,000,000","500",원(KRW),02-6377-5622,경기도 수원시 권선구  일월천로4번길 7-10 금제빌딩 ,1467
1170,025880,케이씨피드,031008,동물용 사료 및 조제식품 제조업,"16,715,858","8,357,929,000","500",원(KRW),054-332-6511,경상북도 영천시 금호읍 금호로 320 ,1467
1171,093320,케이아이엔엑스,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","4,880,000","2,440,000,000","500",원(KRW),02-2187-6373,"서울특별시 서초구 서초대로 396 21층 (서초동, 강남빌딩) ",1467
1172,073010,케이에스피,032901,일반 목적용 기계 제조업,"36,192,257","18,096,128,500","500",원(KRW),(051)831-6270,부산광역시 강서구  녹산산단381로86번길 43 ,1467
1173,105330,케이엔더블유,032602,전자부품 제조업,"10,261,347","5,130,673,500","500",원(KRW),031-950-0200,경기도 파주시  문산읍 돈유3로 51 (주)케이엔더블유,1467
1174,272110,케이엔제이,032902,특수 목적용 기계 제조업,"6,345,432","3,172,716,000","500",원(KRW),070-7201-8512,충청남도 아산시 둔포면 아산밸리북로 121 (주)케이엔제이,1467
1175,039420,케이엘넷,106102,전기 통신업,"24,154,730","12,077,365,000","500",원(KRW),02-538-0236,서울 강남구 역삼로 155(역삼동 748-14) ,1467
1176,083550,케이엠,031309,기타 섬유제품 제조업,"10,282,028","5,141,014,000","500",원(KRW),031-678-8814,강원도 평창군  평창읍 농공단지길 23-21 (주)케이엠 ,1467
1177,032500,케이엠더블유,032604,통신 및 방송 장비 제조업,"39,820,883","19,910,441,500","500",원(KRW),031 -370 -8600,경기도 화성시 영천로 183-19 (주)케이엠더블유,1467
1178,225430,케이엠제약,032004,기타 화학제품 제조업,"27,887,050","2,788,705,000","100",원(KRW),02-6915-5342,경기도 평택시 포승읍 평택항로268번길 121 -,1467
1179,064820,케이프,033101,선박 및 보트 건조업,"30,542,984","15,271,492,000","500",원(KRW),055-370-1234,경상남도 양산시  상북면 양산대로 1303  ,1467
1180,347140,케이프이에스제4호,116409,기타 금융업,"3,009,000","300,900,000","100",원(KRW),,"서울특별시 영등포구 국제금융로2길 25, 8층 ",1467
1181,256940,케이피에스,032902,특수 목적용 기계 제조업,"15,339,588","7,669,794,000","500",원(KRW),031-8041-5411,경기도 화성시 동탄면 동탄산단10길 52 &nbsp,1467
1182,024880,케이피에프,032509,기타 금속 가공제품 제조업,"17,718,250","8,859,125,000","500",원(KRW),043-849-1114,경기도 성남시 분당구 운중로 136 판교송현타워,1467
1183,042040,케이피엠테크,032004,기타 화학제품 제조업,"138,261,091","13,826,109,100","100",원(KRW),(031)489-4100,경기 안산시 원시동 816-2 ,1467
1184,054410,케이피티유,032509,기타 금속 가공제품 제조업,"5,060,000","2,530,000,000","500",원(KRW),031-831-3000,경기도 화성시 정남면 괘랑2길 1 ,1467
1185,274090,켄코아에어로스페이스,033103,"항공기,우주선 및 부품 제조업","9,152,689","4,576,344,500","500",원(KRW),055-855-4130,경상남도 사천시 사남면 외국기업로 152-44 ,1467
1186,217600,켐온,137001,자연과학 및 공학 연구개발업,"63,861,340","6,386,134,000","100",원(KRW),031-888-6634,경기도 용인시 처인구 양지면 남평로 240 (주)켐온,1467
1187,089010,켐트로닉스,032004,기타 화학제품 제조업,"14,858,157","7,429,078,500","500",원(KRW),031-776-7690,세종특별자치시   전동면 배일길 31 ,1467
1188,220260,켐트로스,032004,기타 화학제품 제조업,"26,323,057","2,632,305,700","100",원(KRW),031-491-0653,경기도 안산시 단원구 능안로 7 -,1467
1189,052400,코나아이,105802,소프트웨어 개발 및 공급업,"15,559,118","7,779,559,000","500",원(KRW),02-2168-7500,서울특별시 영등포구  은행로 3 익스콘벤처타워 8층,1467
1190,033110,코너스톤네트웍스,074701,종합 소매업,"129,772,391","64,886,195,500","500",원(KRW),031 -730 -7332,"경기도 성남시 중원구 사기막골로45번길 14 제19층 제에이-1902호(상대원동,성남우림라이온스밸리2차)",1467
1191,094860,코닉글로리,105802,소프트웨어 개발 및 공급업,"50,642,595","5,064,259,500","100",원(KRW),02-3476-4200,"서울특별시 강남구 학동로 155(논현동, 원영빌딩지하1층,3층, 4층, 5층, 6층) ",1467
1192,046070,코다코,033003,자동차 신품 부품 제조업,"39,064,256","19,532,128,000","500",원(KRW),041-411-3100,충청남도 천안시 서북구  입장면 신대길 8 ,1467
1193,047770,코데즈컴바인,031401,봉제의복 제조업,"37,842,602","18,921,301,000","500",원(KRW),02-2239-1414,"서울특별시 강남구 강남대로136길 64 (논현동, 신평빌딩) ",1467
1194,078940,코드네이처,064203,전기 및 통신 공사업,"32,009,545","16,004,772,500","500",원(KRW),070-4035-4576,서울특별시 성동구 성수이로 51 서울숲한라시그마밸리1차 505-507호(성수동2가),1467
1195,080530,코디,032004,기타 화학제품 제조업,"24,482,424","12,241,212,000","500",원(KRW),031-322-7788,"경기도 용인시 수지구 광교중앙로 338 A동(상현동, 광교우미뉴브) -호실(총12개):A301, A302, A303, A304, A308, A309, A310, A315, A316, A317, A319, A320 ",1467
1196,224060,코디엠,032902,특수 목적용 기계 제조업,"263,233,774","26,323,377,400","100",원(KRW),0416209000,충청남도 천안시 서북구 백석공단2길 62 ,1467
1197,078650,코렌,032703,사진장비 및 광학기기 제조업,"68,975,373","34,487,686,500","500",원(KRW),031-740-6800,경기도 성남시 중원구 사기막골로 90 (상대원동) 1층 (주)코렌,1467
1198,104540,코렌텍,032701,의료용 기기 제조업,"11,625,782","5,812,891,000","500",원(KRW),041-585-7114,충청남도 천안시 서북구 입장면 영산홍1길 12 ,1467
1199,027050,코리아나,032004,기타 화학제품 제조업,"40,000,000","20,000,000,000","500",원(KRW),02  -580 -8522,충청남도 천안시 서북구 성거읍 삼곡2길 6 ,1467
1200,290510,코리아센터,105802,소프트웨어 개발 및 공급업,"76,200,637","7,666,983,700","100",원(KRW),02-2026-2300,서울특별시 금천구 가산디지털1로 168 A동 1401호 &nbsp,1467
1201,190650,코리아에셋투자증권,116409,기타 금융업,"6,388,000","31,940,000,000","5,000",원(KRW),02-550-6200,서울특별시 영등포구 여의나루로 57 &nbsp,1467
1202,101670,코리아에스이,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","18,900,000","3,780,000,000","200",원(KRW),031-466-4822,경기도 광주시  오포읍 오포안로 46-10 ,1467
1203,123410,코리아에프티,033003,자동차 신품 부품 제조업,"27,841,064","2,784,106,400","100",원(KRW),070-7093-1500,경기도 안성시 원곡면 섬바위길 23 ,1467
1204,036690,코맥스,032604,통신 및 방송 장비 제조업,"14,991,767","7,495,883,500","500",원(KRW),031-739-3564,경기도 성남시 중원구 둔촌대로 494 ,1467
1205,049430,코메론,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","9,048,000","4,524,000,000","500",원(KRW),051 -290 -3100,부산광역시 사하구 장평로 73 (주)코메론,1467
1206,183300,코미코,032902,특수 목적용 기계 제조업,"9,987,721","4,993,860,500","500",원(KRW),031-8056-5800,경기도 안성시 모산로 8 ,1467
1207,041960,코미팜,032102,의약품 제조업,"64,185,876","6,418,587,600","100",원(KRW),031-498-6104,경기도 시흥시  경제로 17 ,1467
1208,089890,코세스,032902,특수 목적용 기계 제조업,"16,584,962","8,425,981,000","500",원(KRW),032-662-2224,경기도 부천시 오정구  산업로 62 ,1467
1209,009730,코센,032401,1차 철강 제조업,"29,170,165","14,585,082,500","500",원(KRW),02-598-5133,전라북도 부안군  행안면 부안농공단지길 29 ,1467
1210,082660,코스나인,032604,통신 및 방송 장비 제조업,"30,387,071","15,193,535,500","500",원(KRW),02-6203-9742,경기도 김포시 양촌읍 학운산단2로 27 (주)코스나인,1467
1211,222040,코스맥스엔비티,031007,기타 식품 제조업,"20,628,000","10,314,000,000","500",원(KRW),02-3474-8527,서울특별시 강남구 테헤란로 145 우신빌딩 10층 ,1467
1212,241710,코스메카코리아,032004,기타 화학제품 제조업,"10,680,000","5,340,000,000","500",원(KRW),043-531-2293,충청북도 음성군 대소면 대금로 196번길 17-12 ,1467
1213,069110,코스온,032004,기타 화학제품 제조업,"21,799,842","10,899,921,000","500",원(KRW),02-3454-0276,"서울특별시 강남구 영동대로 333 8층(대치동,동원빌딩)",1467
1214,166480,코아스템,032102,의약품 제조업,"15,717,440","7,858,720,000","500",원(KRW),02-497-3711,경기도 성남시 분당구 판교로255번길 24 (삼평동),1467
1215,045970,코아시아,032601,반도체 제조업,"26,314,876","13,157,438,000","500",원(KRW),02-6985-6099,인천광역시 남동구  남동서로 193 (주)비에스이홀딩스,1467
1216,029960,코엔텍,053802,폐기물 처리업,"50,000,000","25,000,000,000","500",원(KRW),(052)228-7300,울산 남구 용잠동 산 157 ,1467
1217,102940,코오롱생명과학,032101,기초 의약물질 및 생물학적 제제 제조업,"11,412,356","5,706,178,000","500",원(KRW),02-3677-4151,서울특별시 강서구 마곡동로 110 코오롱 One&Only 타워 ,1467
1218,950160,코오롱티슈진,032101,기초 의약물질 및 생물학적 제제 제조업,"61,117,550","0","0",미국달러(USD),1-301-921-6000,"Rockville, MD, USA 9713 Key West Ave Suite 300 ",1467
1219,033290,코웰패션,074704,"섬유, 의복, 신발 및 가죽제품 소매업","88,500,234","46,532,198,500","500",원(KRW),031 -217 -2500,경기 수원시 팔달구 원천동 381 ,1467
1220,056360,코위버,032604,통신 및 방송 장비 제조업,"9,796,800","4,898,400,000","500",원(KRW),(02)3140-3300,서울특별시 강서구 마곡중앙8로7길 45 (마곡동) ,1467
1221,282880,코윈테크,032902,특수 목적용 기계 제조업,"9,251,492","4,625,746,000","500",원(KRW),041-547-2131,충청남도 아산시 둔포면 아산밸리동로 254 ,1467
1222,121850,코이즈,032202,플라스틱제품 제조업,"15,411,517","7,705,758,500","500",원(KRW),070-8255-6400,충청북도 충주시  대소원면 첨단산업로 146 코이즈,1467
1223,015710,코콤,032604,통신 및 방송 장비 제조업,"17,530,500","8,765,250,000","500",원(KRW),02  -6675-2135,서울 강서구 염창동 260-7 ,1467
1224,052330,코텍,032605,영상 및 음향기기 제조업,"15,574,552","7,787,276,000","500",원(KRW),032-860-3000,인천광역시 연수구 벤처로24번길 26 ,1467
1225,322780,코퍼스코리아,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","34,305,674","3,430,567,400","100",원(KRW),02-369-3974,"서울특별시 강남구 영동대로 708 1102호 (청담동, 정화빌딩)",1467
1226,126600,코프라,032002,합성고무 및 플라스틱 물질 제조업,"21,115,634","10,557,817,000","500",원(KRW),031-499-2195,경기도 화성시  장안면 상두원길 142 ,1467
1227,200130,콜마비앤에이치,032101,기초 의약물질 및 생물학적 제제 제조업,"29,543,558","14,771,779,000","500",원(KRW),02-2286-3223,대전광역시 유성구 테크노3로 22 -,1467
1228,317690,퀀타매트릭스,032701,의료용 기기 제조업,"14,654,924","7,327,462,000","500",원(KRW),02-6947-7605,서울특별시 종로구 대학로 71 서울대학교병원 의학연구혁신센터 지하1층 105호-109호,1467
1229,060280,큐렉소,074708,기타 상품 전문 소매업,"33,403,061","16,701,530,500","500",원(KRW),031-478-0660,"서울특별시 서초구  강남대로 577 잠원동, 4층",1467
1230,040350,큐로컴,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","119,466,889","59,733,444,500","500",원(KRW),02-2141-3000,"서울특별시 강남구  테헤란로77길 7 (삼성동, 동원빌딩 4층)",1467
1231,051780,큐로홀딩스,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","120,600,795","60,300,397,500","500",원(KRW),02-2141-3000,"서울특별시 강남구  테헤란로77길 7 (삼성동,동원빌딩4층)",1467
1232,115180,큐리언트,137001,자연과학 및 공학 연구개발업,"8,843,589","4,421,794,500","500",원(KRW),031-8060-1600,"경기도 성남시 분당구 판교로 242, C동 8층 ",1467
1233,043090,큐브앤컴퍼니,074607,기타 전문 도매업,"32,590,313","16,295,156,500","500",원(KRW),02-569-7610,서울특별시 금천구 디지털로9길 41 삼성아이티해링턴타워 16층 ,1467
1234,182360,큐브엔터,105902,오디오물 출판 및 원판 녹음업,"34,518,838","3,451,883,800","100",원(KRW),02-3445-1045,서울특별시 성동구 아차산로 83 - ,1467
1235,066310,큐에스아이,032601,반도체 제조업,"8,278,230","4,139,115,000","500",원(KRW),041-410-5000,충청남도 천안시 서북구  성거읍 천흥8길 17 ,1467
1236,016600,큐캐피탈,116409,기타 금융업,"167,901,923","83,950,961,500","500",원(KRW),02-538-2411,서울특별시 강남구 테헤란로 30611층(역삼동. 카이트타워) ,1467
1237,043590,크로바하이텍,032601,반도체 제조업,"23,300,000","11,650,000,000","500",원(KRW),(02)453-3232,충청북도 청주시 흥덕구  월명로55번길 57 ,1467
1238,114120,크루셜텍,032602,전자부품 제조업,"20,961,315","20,961,315,000","1,000",원(KRW),041-913-0001,"경기도 성남시 분당구 판교로 242 제에이동 7층 703호(삼평동, 판교디지털센터)",1467
1239,110790,크리스에프앤씨,031401,봉제의복 제조업,"11,715,480","11,715,480,000","1,000",원(KRW),02-3409-4000,서울특별시 강남구 도곡로 176 ,1467
1240,900250,크리스탈신소재,116409,기타 금융업,"67,783,852","33,891,926","0.5",미국달러(USD),86-510-68171266,"Artemis House, 75 Fort Street, George Town, P.O. Box 31493, Grand Cayman KY1-1206 Cayman Islands &nbsp",1467
1241,083790,크리스탈지노믹스,137001,자연과학 및 공학 연구개발업,"46,163,214","23,081,607,000","500",원(KRW),031-628-2700,"경기도 성남시 분당구  대왕판교로 700 코리아바이오파크 A동 5층, 6층, 7층",1467
1242,045520,크린앤사이언스,032901,일반 목적용 기계 제조업,"6,500,000","3,650,000,000","500",원(KRW),02  -551 -0221,서울 강남구 삼성동 159-1 무역회관 903-1호 ,1467
1243,036170,클라우드에어,032601,반도체 제조업,"45,121,437","45,121,437,000","1,000",원(KRW),031 -205 -5300,경기도 수원시 영통구 신원로 170 (신동) ,1467
1244,214150,클래시스,032701,의료용 기기 제조업,"64,709,168","6,470,916,800","100",원(KRW),070-5168-8000,"서울특별시 강남구 테헤란로 240 역삼동, 클래시스타워",1467
1245,352770,클리노믹스,032103,의료용품 및 기타 의약 관련제품 제조업,"13,315,141","1,331,514,100","100",원(KRW),070-8286-6966,"울산광역시 울주군 언양읍 유니스트길 50, 110동 3층 301-3호(울산과학기술원) ",1467
1246,237880,클리오,032004,기타 화학제품 제조업,"17,150,088","8,575,044,000","500",원(KRW),02-514-0056,서울특별시 성동구 왕십리로 66 - ,1467
1247,139670,키네마스터,105802,소프트웨어 개발 및 공급업,"13,546,307","6,773,153,500","500",원(KRW),02-2194-5300,서울특별시 서초구 바우뫼로37길 56 건영빌딩 3층 ,1467
1248,311270,키움제5호스팩,116601,금융 지원 서비스업,"3,600,000","360,000,000","100",원(KRW),02-3787-5197,"서울특별시 영등포구 여의나루로4길 18 (여의도동, 키움파이낸셜스퀘어)",1467
1249,054780,키이스트,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","17,071,366","8,535,683,000","500",원(KRW),02-3444-2002,서울특별시 강남구 학동로11길 30 - ,1467
1250,219130,타이거일렉,032602,전자부품 제조업,"6,314,290","3,157,145,000","500",원(KRW),032)579-4100,인천광역시 남구 염전로187번길 33 ,1467
1251,065130,탑엔지니어링,032902,특수 목적용 기계 제조업,"15,976,257","8,324,128,500","500",원(KRW),031-8039-1000,경상북도 구미시  고아읍 농공단지길 53-17 ,1467
1252,023160,태광,032401,1차 철강 제조업,"26,500,000","13,250,000,000","500",원(KRW),051-970-6617,부산광역시 강서구  녹산산업대로 117-12 ,1467
1253,053620,태양,032509,기타 금속 가공제품 제조업,"8,600,000","4,300,000,000","500",원(KRW),(041)621-9820,충청남도 천안시 서북구  업성1길 27 태양산업(주) ,1467
1254,044490,태웅,032509,기타 금속 가공제품 제조업,"20,007,381","10,003,690,500","500",원(KRW),051-329-5000,부산광역시 강서구  녹산산단27로 67 ,1467
1255,124560,태웅로직스,085209,기타 운송관련 서비스업,"19,536,792","1,953,679,200","100",원(KRW),02-2029-4300,"서울특별시 강남구 테헤란로37길 13-6, 9층 (역삼동, 유니빌딩) ",1467
1256,191420,테고사이언스,032101,기초 의약물질 및 생물학적 제제 제조업,"8,085,634","4,042,817,000","500",원(KRW),02-818-2900,"서울특별시 강서구 마곡중앙8로 93 (마곡동, 테고사이언스) ",1467
1257,073640,테라사이언스,032509,기타 금속 가공제품 제조업,"62,553,504","6,255,350,400","100",원(KRW),055-213-7000,경남 창원시 성주동 30-5번지 ,1467
1258,182690,테라셈,032601,반도체 제조업,"21,163,148","10,581,574,000","500",원(KRW),043-240-8160,충청북도 청주시 청원구 오창읍 과학산업5로 9 ,1467
1259,066700,테라젠이텍스,032102,의약품 제조업,"32,414,435","16,207,217,500","500",원(KRW),(031)497-4100,경기도 안산시 단원구 산단로 68번길 58(초지동) ,1467
1260,095610,테스,032902,특수 목적용 기계 제조업,"19,768,226","9,884,113,000","500",원(KRW),031-323-2552,경기도 용인시 처인구 양지면 중부대로 2374-36 ,1467
1261,131970,테스나,137309,"그외 기타 전문, 과학 및 기술 서비스업","14,759,577","7,379,788,500","500",원(KRW),031-646-8500,경기도 평택시 산단로 16번길 72 ,1467
1262,089030,테크윙,032902,특수 목적용 기계 제조업,"19,318,786","9,723,110,000","500",원(KRW),031-378-5640,경기도 화성시 동탄면 동탄산단6길 37 ,1467
1263,054450,텔레칩스,032601,반도체 제조업,"13,505,911","6,752,955,500","500",원(KRW),(02)3443-6792,서울특별시 송파구  올림픽로35다길 42 루터회관 B/D 19~23층,1467
1264,091440,텔레필드,032604,통신 및 방송 장비 제조업,"9,175,875","4,587,937,500","500",원(KRW),031-730-5900,"경기도 성남시 분당구  판교로 255 이-301(삼평동, 판교이노밸리)",1467
1265,200230,텔콘RF제약,032604,통신 및 방송 장비 제조업,"87,509,012","8,750,901,200","100",원(KRW),031-371-8502,경기도 용인시 기흥구 공세로 54 -,1467
1266,215480,토박스코리아,074704,"섬유, 의복, 신발 및 가죽제품 소매업","45,025,370","4,502,537,000","100",원(KRW),02-6101-3639,서울특별시 구로구 디지털로26길 111 7층 702호,1467
1267,051360,토비스,032605,영상 및 음향기기 제조업,"16,717,058","8,358,529,000","500",원(KRW),032-712-5112,인천 연수구 송도동 7-10 ,1467
1268,045340,토탈소프트,105802,소프트웨어 개발 및 공급업,"8,558,040","4,279,020,000","500",원(KRW),070-4733-1000,부산광역시 해운대구 반송로513번길 66-39(석대동) ,1467
1269,108230,톱텍,032902,특수 목적용 기계 제조업,"38,023,245","19,147,956,000","500",원(KRW),054-472-1100,경상북도 구미시 산동면 첨단기업5로 140-22 - ,1467
1270,079970,투비소프트,105802,소프트웨어 개발 및 공급업,"31,804,885","15,902,442,500","500",원(KRW),02-2140-7700,"서울특별시 강남구 봉은사로 617 인탑스빌딩 3, 4, 5층 (삼성동)",1467
1271,105550,트루윈,032602,전자부품 제조업,"13,449,152","6,724,576,000","500",원(KRW),042-612-5000,대전광역시 유성구 엑스포로 385 (주)트루윈,1467
1272,026150,특수건설,064102,토목 건설업,"15,625,726","7,812,863,000","500",원(KRW),02-590-6400,서울특별시 서초구 서운로 7 - ,1467
1273,322180,티라유텍,105802,소프트웨어 개발 및 공급업,"5,433,750","543,375,000","100",원(KRW),02-3461-6531,서울특별시 강남구 학동로5길 7 ,1467
1274,117730,티로보틱스,032902,특수 목적용 기계 제조업,"11,853,448","5,926,724,000","500",원(KRW),031-716-4507,경기도 오산시 가장산업서북로 103-37 (지곶동),1467
1275,033830,티비씨,106002,텔레비전 방송업,"100,000,000","50,000,000,000","500",원(KRW),537601900,대구광역시 수성구 동대구로 23 ,1467
1276,057680,티사이언티픽,105802,소프트웨어 개발 및 공급업,"46,826,217","23,413,108,500","500",원(KRW),02-2181-8000,서울특별시 동작구 여의대방로62길 1 3층,1467
1277,064760,티씨케이,032309,기타 비금속 광물제품 제조업,"11,675,000","5,837,500,000","500",원(KRW),(031)677-0277,경기도 안성시 미양면 개정산업단지로 71- ,1467
1278,246710,티앤알바이오팹,032101,기초 의약물질 및 생물학적 제제 제조업,"8,430,915","4,215,457,500","500",원(KRW),031-431-3344,"경기도 시흥시 산기대학로 237, 540호(정왕동, 한국산업기술대학교 스마트허브 산학융합본부) &nbsp;",1467
1279,340570,티앤엘,032103,의료용품 및 기타 의약 관련제품 제조업,"4,064,000","2,432,000,000","500",원(KRW),031-323-3113,경기도 용인시 처인구 남사면 원암로 63 &nbsp,1467
1280,277880,티에스아이,032902,특수 목적용 기계 제조업,"9,267,115","4,633,557,500","500",원(KRW),031-667-2623,경기도 화성시 향남읍 발안로 702-66 ,1467
1281,131290,티에스이,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","11,061,429","5,530,714,500","500",원(KRW),041-581-9955,충청남도 천안시 서북구 직산읍 군수1길 189 -,1467
1282,356860,티엘비,032602,전자부품 제조업,"4,916,315","2,458,157,500","500",원(KRW),031-8040-2055,경기도 안산시 단원구 신원로 305 ,1467
1283,062860,티엘아이,032601,반도체 제조업,"9,872,720","4,936,360,000","500",원(KRW),031-784-6800,"경기도 성남시 중원구 양현로 405번길 12티엘아이빌딩 7층, 8층, 9층 10층 ",1467
1284,321550,티움바이오,137001,자연과학 및 공학 연구개발업,"23,783,926","11,891,963,000","500",원(KRW),070-4162-7320,"경기도 성남시 분당구 대왕판교로644번길 49 4층(상평동, 다산타워)",1467
1285,104480,티케이케미칼,032005,화학섬유 제조업,"90,895,434","45,447,717,000","500",원(KRW),02-2001-6000,대구광역시 북구  원대로 128 연우빌딩 3층,1467
1286,081150,티플랙스,032509,기타 금속 가공제품 제조업,"24,268,402","12,134,201,000","500",원(KRW),031-488 -8800,"경기도 안산시 단원구 엠티브이1로 75 (목내동, (주)티플랙스)",1467
1287,130740,티피씨글로벌,033003,자동차 신품 부품 제조업,"10,903,267","5,451,633,500","500",원(KRW),053-854-7500,경상북도 경산시  진량읍 일연로 574 ,1467
1288,084730,팅크웨어,032604,통신 및 방송 장비 제조업,"10,425,682","5,212,841,000","500",원(KRW),02-589-9000,경기도 성남시 분당구 판교역로 240 삼환하이펙스 A동 9층 ,1467
1289,046210,파나진,032103,의료용품 및 기타 의약 관련제품 제조업,"32,136,660","16,068,330,000","500",원(KRW),042-861-9295,대전광역시 유성구  테크노10로 54 ,1467
1290,034230,파라다이스,189102,유원지 및 기타 오락관련 서비스업,"90,942,672","47,032,355,000","500",원(KRW),02-2277-0190,서울특별시 중구  동호로 268 파라다이스빌딩 ,1467
1291,033540,파라텍,032902,특수 목적용 기계 제조업,"16,983,690","8,491,845,000","500",원(KRW),02-3780-8704,경기도 부천시 원미구 길주로425번길 30-21 ,1467
1292,043200,파루,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","38,785,447","19,392,723,500","500",원(KRW),061 -759 -5190,전남 순천시 서면 선평리 42-2 ,1467
1293,214450,파마리서치프로덕트,074604,생활용품 도매업,"9,789,072","4,894,536,000","500",원(KRW),033-645-7640,강원도 강릉시  과학단지로 77-19 &nbsp,1467
1294,208340,파멥신,032102,의약품 제조업,"14,234,550","7,117,275,000","500",원(KRW),042-863-2017,대전광역시 유성구 유성대로1689번길 70 KT대덕2연구센터 연구2동 2층,1467
